0	0.960416574468084	0.62249	1.084
1	0.9607544751773038	0.6815	1.1221
2	0.9628398957446802	0.7311	1.1453
3	0.917084650354611	0.498727	1.1348
4	0.9689769815602829	0.695224	1.093
5	0.963205710638299	0.7603	1.1259
6	0.9603317780141826	0.7288	1.07231
7	0.9554129390070926	0.6469	1.1135
8	0.9615891716312063	0.75107	1.0539
9	0.9575124482269483	0.722	1.082
10	0.9597660297872355	0.75026	1.06294
11	0.9605720297872348	0.72686	1.1223
12	0.9544742645390065	0.69313	1.198
13	0.9575262666666665	0.68493	1.15049
14	0.9564158007092203	0.615022	1.296
15	0.9583945283687952	0.67028	1.20054
16	0.958424732624114	0.549	1.2392
17	0.9602079524822712	0.3291	1.24348
18	0.9569619042553188	0.32317	1.15556
19	0.9586605865248241	0.5487	1.865
20	0.9501437319148942	0.609154	1.203
21	0.9474956042553176	0.5905	1.23
22	0.9526676354609943	0.554912	1.311
23	0.9511069212765952	0.615	1.19943
24	0.9499733836879447	0.61294	1.21
25	0.944165729787232	0.5487	1.16794
26	0.9478161092198568	0.4959	1.15138
27	0.9553686141843969	0.219374	1.272
28	0.9569647893617028	0.215443	1.47572
29	0.9563311014184394	0.32545	1.4393
30	0.9560127397163126	0.4804	1.2994
