260.10 	 0.9722
260.22 	 0.9709
260.34 	 0.96323
260.46 	 0.9583
260.58 	 0.965
260.70 	 0.9662
260.83 	 0.966908
260.95 	 0.971098
261.07 	 0.972
261.19 	 0.977356
261.31 	 0.97813
261.43 	 0.97469
261.55 	 0.97957
261.67 	 0.9774
261.79 	 0.975803
261.91 	 0.9837
262.03 	 0.9791
262.15 	 0.97637
262.27 	 0.9851
262.39 	 0.982069
262.51 	 0.976974
262.63 	 0.9763
262.75 	 0.97115
262.87 	 0.975046
262.99 	 0.98032
263.12 	 0.973478
263.24 	 0.967255
263.36 	 0.96815
263.48 	 0.9755
263.60 	 0.981875
263.72 	 0.98082
263.84 	 0.982836
263.96 	 0.975974
264.08 	 0.96821
264.20 	 0.9764
264.32 	 0.97294
264.44 	 0.9716
264.56 	 0.9886
264.68 	 0.98171
264.80 	 0.970896
264.92 	 0.979306
265.04 	 0.97125
265.16 	 0.9735
265.28 	 0.99022
265.41 	 0.987055
265.53 	 0.992206
265.65 	 0.9807
265.77 	 0.958161
265.89 	 0.988906
266.01 	 0.9809
266.13 	 0.8926
266.25 	 0.90628
266.37 	 0.9842
266.49 	 0.99023
266.61 	 0.976276
266.73 	 0.970919
266.85 	 0.9608
266.97 	 0.96278
267.09 	 0.9554
267.21 	 0.95605
267.33 	 0.9817
267.45 	 0.9846
267.57 	 0.9771
267.70 	 0.979132
267.82 	 0.9619
267.94 	 0.9594
268.06 	 0.9779
268.18 	 0.9726
268.30 	 0.9629
268.42 	 0.96709
268.54 	 0.96628
268.66 	 0.97025
268.78 	 0.98112
268.90 	 0.9786
269.02 	 0.9631
269.14 	 0.96379
269.26 	 0.988795
269.38 	 0.9937
269.50 	 0.96947
269.62 	 0.9646
269.74 	 0.97305
269.87 	 0.9722
269.99 	 0.974632
270.11 	 0.9723
270.23 	 0.9647
270.35 	 0.963622
270.47 	 0.955002
270.59 	 0.945873
270.71 	 0.9465
270.83 	 0.9345
270.95 	 0.9181
271.07 	 0.9207
271.19 	 0.9295
271.31 	 0.93032
271.43 	 0.9279
271.55 	 0.926275
271.67 	 0.9171
271.79 	 0.90471
271.91 	 0.91172
272.03 	 0.924098
272.16 	 0.9114
272.28 	 0.8844
272.40 	 0.865
272.52 	 0.8558
272.64 	 0.85258
272.76 	 0.8524
272.88 	 0.853517
273.00 	 0.85283
273.12 	 0.852761
273.24 	 0.85594
273.36 	 0.8619
273.48 	 0.88221
273.60 	 0.9085
273.72 	 0.927228
273.84 	 0.9577
273.96 	 0.989891
274.08 	 0.98807
274.20 	 0.97503
274.32 	 0.978969
274.45 	 0.98184
274.57 	 0.983966
274.69 	 0.9944
274.81 	 0.9916
274.93 	 0.9746
275.05 	 0.979798
275.17 	 0.992951
275.29 	 0.97504
275.41 	 0.97198
275.53 	 1.0
275.65 	 0.9956
275.77 	 0.9891
275.89 	 0.9989
276.01 	 0.95775
276.13 	 0.9211
276.25 	 0.971863
276.37 	 0.976207
276.49 	 0.953974
276.61 	 0.98232
276.74 	 1.00218
276.86 	 0.991644
276.98 	 0.98599
277.10 	 0.9769
277.22 	 0.997589
277.34 	 1.00698
277.46 	 0.9679
277.58 	 0.97748
277.70 	 0.985591
277.82 	 0.966915
277.94 	 1.0041
278.06 	 0.96025
278.18 	 0.80792
278.30 	 0.851792
278.42 	 0.9339
278.54 	 0.8853
278.66 	 0.946209
278.78 	 0.99443
278.90 	 0.95853
279.03 	 0.979304
279.15 	 1.00103
279.27 	 0.9679
279.39 	 0.98766
279.51 	 0.985981
